,obs_id_num,rms,hr1,hr2
0,90502352002,0.4544391580175488,inf,
1,90502352002,0.45435508290677457,,
2,90502352002,0.45348796115016143,inf,
3,90502352002,0.4484342374339169,,
4,90502352002,0.46967907513155377,,
5,90502352002,0.4610076986987878,,
6,90502352002,0.4567262173716762,,
